ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
2156052,HH403352,05/28/2002 11:30:00 PM,042XX N LINCOLN AVE,0560,ASSAULT,SIMPLE,BAR OR TAVERN,false,true,1912,019,47,5,08A,1161340,1928365,2002,02/28/2018 03:56:25 PM,41.959117347,-87.682236737,"(41.959117347, -87.682236737)"
2157714,HH404735,05/29/2002 04:41:50 PM,025XX N NORMANDY AVE,0810,THEFT,OVER $500,DEPARTMENT STORE,true,false,2512,025,36,18,06,1131321,1916235,2002,02/28/2018 03:56:25 PM,41.926404101,-87.792881805,"(41.926404101, -87.792881805)"
2157808,HH407321,05/15/2002 08:00:00 AM,017XX W 14TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1224,012,2,28,14,1164870,1893443,2002,02/28/2018 03:56:25 PM,41.863214723,-87.670251562,"(41.863214723, -87.670251562)"
2158220,HH408135,05/31/2002 12:12:20 AM,004XX N SACRAMENTO BLVD,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,OTHER RAILROAD PROP / TRAIN DEPOT,true,false,1313,012,27,23,26,1156305,1902828,2002,02/28/2018 03:56:25 PM,41.889145332,-87.701439368,"(41.889145332, -87.701439368)"
2158811,HH407730,05/30/2002 08:33:00 PM,076XX S STATE ST,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,0623,006,6,69,06,1177594,1854568,2002,02/10/2018 03:50:01 PM,41.756259091,-87.624719943,"(41.756259091, -87.624719943)"
2160268,HH409161,05/30/2002 08:00:00 PM,028XX S DRAKE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1032,010,22,30,14,1153161,1884998,2002,02/28/2018 03:56:25 PM,41.840280765,-87.713458245,"(41.840280765, -87.713458245)"
2162046,HH411889,06/01/2002 01:00:00 PM,012XX E 98TH ST,0935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",STREET,false,false,0511,005,8,50,07,1186397,1840249,2002,02/28/2018 03:56:25 PM,41.716762751,-87.592910602,"(41.716762751, -87.592910602)"
2163636,HH402676,05/28/2002 07:17:41 PM,0000X W 95TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,0634,006,21,49,11,1177762,1841949,2002,02/28/2018 03:56:25 PM,41.721627204,-87.624485177,"(41.721627204, -87.624485177)"
2166006,HH412911,06/02/2002 01:20:00 AM,004XX E NORTH WATER ST,0553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,CONSTRUCTION SITE,true,false,1834,018,42,8,04A,1179441,1903151,2002,02/28/2018 03:56:25 PM,41.889532709,-87.616465582,"(41.889532709, -87.616465582)"
2168539,HH421746,06/05/2002 09:10:07 PM,039XX N BROADWAY,0460,BATTERY,SIMPLE,GAS STATION,false,true,2323,019,46,6,08B,1170219,1926153,2002,02/28/2018 03:56:25 PM,41.95285778,-87.649658898,"(41.95285778, -87.649658898)"
2171287,HH422607,06/06/2002 10:40:00 AM,088XX S MAY ST,0460,BATTERY,SIMPLE,RESIDENCE,false,true,2222,022,21,71,08B,1170203,1846154,2002,02/10/2018 03:50:01 PM,41.733333793,-87.652050503,"(41.733333793, -87.652050503)"
2173238,HH427833,06/07/2002 06:00:00 PM,061XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,0311,003,20,40,14,1179092,1864405,2002,02/28/2018 03:56:25 PM,41.783218862,-87.618930679,"(41.783218862, -87.618930679)"
2173347,HH428284,06/08/2002 06:00:00 PM,096XX S CRANDON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0431,004,7,51,06,1193496,1841550,2002,02/28/2018 03:56:25 PM,41.72016235,-87.566868213,"(41.72016235, -87.566868213)"
2173535,HH423525,06/06/2002 10:30:00 AM,063XX N FAIRFIELD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2413,024,50,2,26,1156847,1941985,2002,02/10/2018 03:50:01 PM,41.9965838,-87.698383738,"(41.9965838, -87.698383738)"
2175975,HH419345,05/31/2002 06:30:00 PM,014XX N DAMEN AVE,1330,CRIMINAL TRESPASS,TO LAND,PARK PROPERTY,false,false,1424,014,1,24,26,1162803,1909586,2002,02/28/2018 03:56:25 PM,41.907556016,-87.677386363,"(41.907556016, -87.677386363)"
2176787,HH433449,06/10/2002 04:30:00 PM,026XX W 54TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0911,009,14,63,14,1159782,1868761,2002,02/28/2018 03:56:25 PM,41.79559076,-87.689608106,"(41.79559076, -87.689608106)"
2176847,HH432527,06/10/2002 06:00:27 PM,026XX W AUGUSTA BLVD,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,true,false,1311,012,1,24,26,1158669,1906555,2002,02/28/2018 03:56:25 PM,41.899324446,-87.692655593,"(41.899324446, -87.692655593)"
2176863,HH433134,06/10/2002 10:30:00 PM,014XX W ERIE ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1324,012,27,24,08B,1166750,1904460,2002,02/10/2018 03:50:01 PM,41.893406184,-87.663034413,"(41.893406184, -87.663034413)"
2177517,HH433719,04/24/2002 12:00:00 AM,046XX W 55TH ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,true,false,0813,008,23,56,11,1146366,1867744,2002,02/28/2018 03:56:25 PM,41.793065099,-87.738831483,"(41.793065099, -87.738831483)"
2179584,HH435008,06/11/2002 06:00:00 PM,003XX N CENTRAL PARK AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1123,011,28,27,08A,1152325,1902033,2002,02/28/2018 03:56:25 PM,41.887043266,-87.716076599,"(41.887043266, -87.716076599)"
2180717,HH437211,06/12/2002 04:00:00 PM,013XX N LAKE SHORE DR,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1824,018,43,8,06,1176893,1909576,2002,02/28/2018 03:56:25 PM,41.907221245,-87.625628157,"(41.907221245, -87.625628157)"
2182572,HH430781,06/10/2002 12:25:00 AM,043XX W FLOURNOY ST,0460,BATTERY,SIMPLE,RESIDENCE,false,true,1131,011,24,26,08B,1147502,1896683,2002,02/10/2018 03:50:01 PM,41.872456083,-87.733925371,"(41.872456083, -87.733925371)"
2183180,HH440792,06/12/2002 02:00:00 PM,039XX N HAMILTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1912,019,47,5,05,1161320,1926169,2002,02/28/2018 03:56:25 PM,41.953091826,-87.682371592,"(41.953091826, -87.682371592)"
2184458,HH424532,06/07/2002 06:20:00 AM,060XX S HONORE ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0714,007,15,67,08B,1165056,1864525,2002,02/28/2018 03:56:25 PM,41.783856645,-87.670387873,"(41.783856645, -87.670387873)"
21855,HY254085,05/10/2015 12:35:00 AM,074XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0323,003,6,69,01A,1182851,1855760,2015,03/19/2019 04:11:22 PM,41.759409623,-87.605417347,"(41.759409623, -87.605417347)"
2187489,HH432228,06/10/2002 04:00:00 PM,073XX S DAMEN AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,true,0735,007,17,67,08B,1164294,1856034,2002,02/28/2018 03:56:25 PM,41.760572282,-87.673420524,"(41.760572282, -87.673420524)"
2190471,HH442731,06/14/2002 10:45:00 PM,055XX N KENMORE AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,true,false,2023,020,48,77,18,1168250,1936939,2002,02/28/2018 03:56:25 PM,41.982497784,-87.656583819,"(41.982497784, -87.656583819)"
2190583,HH448115,06/17/2002 01:30:00 PM,036XX W 16TH ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,1014,010,24,29,06,1152517,1891803,2002,02/28/2018 03:56:25 PM,41.858967236,-87.715641863,"(41.858967236, -87.715641863)"
2193301,HH000341,06/19/2002 02:30:00 PM,076XX S MORGAN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0612,006,17,71,06,1170970,1854076,2002,02/28/2018 03:56:25 PM,41.755056136,-87.649009809,"(41.755056136, -87.649009809)"
2193658,HH451025,06/18/2002 05:45:00 PM,070XX S STONY ISLAND AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,true,0332,003,5,43,04B,1188141,1858539,2002,02/28/2018 03:56:25 PM,41.766910975,-87.585941418,"(41.766910975, -87.585941418)"
2194954,HH451151,06/18/2002 06:20:00 PM,057XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,2515,025,30,19,06,1137837,1915377,2002,02/28/2018 03:56:25 PM,41.923934458,-87.768958878,"(41.923934458, -87.768958878)"
2195865,HH432775,06/10/2002 07:38:52 PM,032XX W ROOSEVELT RD,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1134,011,24,29,06,1154776,1894524,2002,02/28/2018 03:56:25 PM,41.866389063,-87.707276938,"(41.866389063, -87.707276938)"
2198981,HH460912,06/23/2002 01:30:00 AM,025XX W AUGUSTA BLVD,0460,BATTERY,SIMPLE,APARTMENT,false,true,1312,012,1,24,08B,1159272,1906567,2002,02/28/2018 03:56:25 PM,41.899344997,-87.690440451,"(41.899344997, -87.690440451)"
2201149,HH449116,06/17/2002 07:00:00 PM,010XX N MONTICELLO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1112,011,27,23,14,1151852,1906778,2002,02/28/2018 03:56:25 PM,41.900073347,-87.717688569,"(41.900073347, -87.717688569)"
2201657,HH464650,06/24/2002 12:00:00 PM,005XX N WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1313,012,26,24,14,1160311,1903577,2002,02/28/2018 03:56:25 PM,41.891118758,-87.686706987,"(41.891118758, -87.686706987)"
2202307,HH465272,06/25/2002 12:20:00 AM,001XX W 109TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0513,005,34,49,14,1177260,1832342,2002,02/28/2018 03:56:25 PM,41.695275591,-87.6266127,"(41.695275591, -87.6266127)"
2202835,HH465281,06/25/2002 12:25:00 AM,026XX W POPE JOHN PAUL II DR,0460,BATTERY,SIMPLE,APARTMENT,true,false,0912,009,12,58,08B,1159618,1876056,2002,02/28/2018 03:56:25 PM,41.815612544,-87.690009269,"(41.815612544, -87.690009269)"
2203481,HH466566,06/25/2002 12:00:00 PM,006XX E 80TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0631,006,6,44,07,1181741,1852096,2002,02/28/2018 03:56:25 PM,41.749380918,-87.609598388,"(41.749380918, -87.609598388)"
2203571,HH466680,06/22/2002 12:00:00 PM,006XX W GARFIELD BLVD,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0934,009,3,61,08A,1172927,1868418,2002,02/28/2018 03:56:25 PM,41.794369307,-87.641415087,"(41.794369307, -87.641415087)"
2204763,HH456776,06/21/2002 10:01:03 AM,035XX W FLOURNOY ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,1133,011,24,27,26,1152985,1896805,2002,02/28/2018 03:56:25 PM,41.872684032,-87.713791472,"(41.872684032, -87.713791472)"
2204813,HH457425,06/21/2002 04:11:47 PM,001XX W 127TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0523,005,9,53,18,1177579,1820730,2002,02/10/2018 03:50:01 PM,41.663403306,-87.625793875,"(41.663403306, -87.625793875)"
2205070,HH466122,06/25/2002 12:02:45 PM,017XX W 87TH ST,0810,THEFT,OVER $500,BANK,true,false,2221,022,21,71,06,1166443,1847006,2002,02/28/2018 03:56:25 PM,41.735752655,-87.665801034,"(41.735752655, -87.665801034)"
2207844,HH469105,06/26/2002 04:47:35 PM,074XX N WESTERN AVE,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,true,true,2411,024,50,2,08A,1159015,1949534,2002,02/28/2018 03:56:25 PM,42.017254106,-87.690199975,"(42.017254106, -87.690199975)"
2208276,HH468505,06/26/2002 11:41:43 AM,051XX W FULTON ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1532,015,28,25,08B,1141861,1901453,2002,02/28/2018 03:56:25 PM,41.885651793,-87.754518131,"(41.885651793, -87.754518131)"
2209644,HH471483,06/27/2002 03:00:00 PM,020XX W GREENLEAF AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2424,024,49,1,05,1161495,1946938,2002,02/28/2018 03:56:25 PM,42.010079126,-87.68114695,"(42.010079126, -87.68114695)"
2210422,HH475591,05/29/2002 03:00:00 PM,015XX W JARVIS AVE,0810,THEFT,OVER $500,WAREHOUSE,false,false,2422,024,49,1,06,1164829,1949136,2002,02/28/2018 03:56:25 PM,42.016040123,-87.668817255,"(42.016040123, -87.668817255)"
2210443,HH475637,06/19/2002 05:00:00 PM,064XX S KARLOV AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0813,008,13,65,06,1150147,1861516,2002,02/28/2018 03:56:25 PM,41.775901904,-87.725128319,"(41.775901904, -87.725128319)"
2211649,HH476412,06/29/2002 06:26:19 PM,042XX S WABASH AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0214,002,3,38,05,1177418,1877019,2002,02/10/2018 03:50:01 PM,41.817870863,-87.624686797,"(41.817870863, -87.624686797)"
2212085,HH471307,06/27/2002 01:45:00 PM,017XX N MAYFIELD AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,true,true,2531,025,29,25,26,1136821,1910931,2002,02/28/2018 03:56:25 PM,41.911752407,-87.772798899,"(41.911752407, -87.772798899)"
2212852,HH477904,06/30/2002 01:00:00 PM,013XX N ASHLAND AVE,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,false,false,1433,014,1,24,06,1165480,1909088,2002,02/28/2018 03:56:25 PM,41.906132875,-87.667566751,"(41.906132875, -87.667566751)"
2212868,HH478870,06/30/2002 09:00:00 PM,076XX S COLFAX AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,false,false,0421,004,7,43,26,1194849,1854866,2002,02/28/2018 03:56:25 PM,41.756669415,-87.561475193,"(41.756669415, -87.561475193)"
2214016,HH480337,07/01/2002 02:45:00 PM,027XX W 23RD ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,1034,010,28,30,08A,1158489,1888617,2002,02/28/2018 03:56:25 PM,41.850104521,-87.693807641,"(41.850104521, -87.693807641)"
2217281,HH479038,07/01/2002 12:06:02 AM,019XX S CHRISTIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1024,010,24,29,08B,1154340,1890257,2002,02/10/2018 03:50:01 PM,41.854688651,-87.708991457,"(41.854688651, -87.708991457)"
2217517,HH482144,07/01/2002 11:30:00 PM,020XX N SHEFFIELD AVE,0810,THEFT,OVER $500,STREET,false,false,1811,018,43,7,06,1169305,1913647,2002,02/28/2018 03:56:25 PM,41.918560706,-87.653383411,"(41.918560706, -87.653383411)"
2218303,HH486119,07/02/2002 07:00:00 AM,009XX W GORDON TER,0820,THEFT,$500 AND UNDER,STREET,false,false,2322,019,46,3,06,1169262,1927844,2002,02/28/2018 03:56:25 PM,41.95751884,-87.65312752,"(41.95751884, -87.65312752)"
2218430,HH000633,07/03/2002 06:00:00 AM,011XX W LUNT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2423,024,49,1,08B,1166951,1946660,2002,02/28/2018 03:56:25 PM,42.009200477,-87.661080534,"(42.009200477, -87.661080534)"
2218551,HH480224,06/29/2002 10:00:00 PM,019XX N ALBANY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1421,014,35,22,26,1155199,1912626,2002,02/28/2018 03:56:25 PM,41.916054202,-87.705237607,"(41.916054202, -87.705237607)"
2221616,HH487324,07/04/2002 07:55:00 PM,084XX S HOYNE AVE,0460,BATTERY,SIMPLE,STREET,false,false,0614,006,18,71,08B,1163826,1848765,2002,02/28/2018 03:56:25 PM,41.74063492,-87.675339509,"(41.74063492, -87.675339509)"
2222801,HH492964,07/07/2002 10:50:00 AM,073XX S KIMBARK AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0324,003,5,43,26,1186149,1856580,2002,02/28/2018 03:56:25 PM,41.761582565,-87.593304568,"(41.761582565, -87.593304568)"
2223776,HH491050,07/02/2002 12:20:00 PM,075XX S STONY ISLAND AVE,0810,THEFT,OVER $500,STREET,false,false,0411,004,5,43,06,1188116,1855487,2002,02/10/2018 03:50:01 PM,41.758536614,-87.586130225,"(41.758536614, -87.586130225)"
2224039,HH494310,07/07/2002 11:26:02 PM,005XX E 50TH PL,0560,ASSAULT,SIMPLE,STREET,false,false,0223,002,4,38,08A,1180982,1871660,2002,02/28/2018 03:56:25 PM,41.803083932,-87.611778128,"(41.803083932, -87.611778128)"
2224104,HH494542,07/08/2002 02:30:00 AM,081XX S BLACKSTONE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0411,004,8,45,03,1187576,1851409,2002,02/28/2018 03:56:25 PM,41.747359051,-87.588238686,"(41.747359051, -87.588238686)"
2224953,HH496534,07/08/2002 08:48:00 PM,083XX S COLFAX AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0423,004,7,46,26,1194955,1850087,2002,02/28/2018 03:56:25 PM,41.743552854,-87.561243893,"(41.743552854, -87.561243893)"
2229195,HH501052,07/10/2002 04:21:00 PM,003XX W KINZIE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,SMALL RETAIL STORE,false,false,1831,018,42,8,26,1173957,1902914,2002,02/28/2018 03:56:25 PM,41.889006322,-87.63661199,"(41.889006322, -87.63661199)"
2229334,HH499380,07/10/2002 03:07:55 AM,032XX N HALSTED ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,2332,019,44,6,04B,1170360,1921560,2002,02/28/2018 03:56:25 PM,41.940251326,-87.649275328,"(41.940251326, -87.649275328)"
2229803,HH500080,07/09/2002 08:30:00 PM,061XX N SHERIDAN RD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2433,024,48,77,26,1168522,1940739,2002,02/28/2018 03:56:25 PM,41.992919165,-87.655472861,"(41.992919165, -87.655472861)"
2231082,HH502732,07/10/2002 11:00:00 PM,052XX S LOREL AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0814,008,23,56,06,1141580,1869441,2002,02/28/2018 03:56:25 PM,41.797811432,-87.756339771,"(41.797811432, -87.756339771)"
2232041,HH503640,07/11/2002 09:38:16 PM,005XX W 103RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2232,022,34,49,08B,1174602,1836594,2002,02/28/2018 03:56:25 PM,41.707003143,-87.636218456,"(41.707003143, -87.636218456)"
2233291,HH505026,04/16/2002 12:00:00 PM,064XX N WESTERN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,false,false,2412,024,50,2,11,1159146,1942733,2002,02/28/2018 03:56:25 PM,41.998589249,-87.689906016,"(41.998589249, -87.689906016)"
2233306,HH485671,07/03/2002 11:00:00 AM,002XX S WABASH AVE,0460,BATTERY,SIMPLE,CTA PLATFORM,true,false,0123,001,42,32,08B,1176845,1899365,2002,02/28/2018 03:56:25 PM,41.879202837,-87.626113652,"(41.879202837, -87.626113652)"
2234429,HH502050,07/10/2002 06:00:00 PM,047XX S HONORE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,0931,009,20,61,07,1164813,1873354,2002,02/28/2018 03:56:25 PM,41.80808964,-87.671029406,"(41.80808964, -87.671029406)"
2235479,HH508288,07/13/2002 10:10:00 PM,031XX S HAMLIN AVE,0460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,false,false,1031,010,22,30,08B,1151540,1883416,2002,02/28/2018 03:56:25 PM,41.835971503,-87.719448203,"(41.835971503, -87.719448203)"
2237637,HH497292,07/09/2002 08:00:00 AM,046XX S FRANCISCO AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,0912,009,14,58,16,1157818,1873656,2002,02/28/2018 03:56:25 PM,41.809063425,-87.696677258,"(41.809063425, -87.696677258)"
2238637,HH513056,07/15/2002 11:43:33 PM,113XX S NORMAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2233,022,34,49,14,1174991,1829734,2002,02/10/2018 03:50:01 PM,41.688169631,-87.634997629,"(41.688169631, -87.634997629)"
2241727,HH514691,07/16/2002 07:15:00 AM,052XX S DREXEL AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2131,002,5,41,05,1183130,1870568,2002,02/28/2018 03:56:25 PM,41.800037644,-87.603934492,"(41.800037644, -87.603934492)"
2242346,HH512296,07/12/2002 07:00:00 PM,0000X W 105TH ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0512,005,34,49,08B,1177626,1835341,2002,02/28/2018 03:56:25 PM,41.703497025,-87.625182379,"(41.703497025, -87.625182379)"
2244300,HH499202,07/09/2002 11:00:00 PM,032XX W HARRISON ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,1134,011,24,27,04B,1154962,1897183,2002,02/10/2018 03:50:01 PM,41.873681917,-87.706522832,"(41.873681917, -87.706522832)"
2244396,HH518899,06/26/2002 09:00:00 AM,006XX E MARQUETTE RD,1110,DECEPTIVE PRACTICE,BOGUS CHECK,COMMERCIAL / BUSINESS OFFICE,false,false,0321,003,20,42,11,1181452,1861386,2002,02/28/2018 03:56:25 PM,41.774880306,-87.610371282,"(41.774880306, -87.610371282)"
2245720,HH476964,06/30/2002 12:45:00 AM,002XX N KARLOV AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,true,false,1114,011,28,26,04B,1149028,1900874,2002,02/28/2018 03:56:25 PM,41.883927283,-87.728214211,"(41.883927283, -87.728214211)"
2245920,HH519706,07/18/2002 10:25:00 PM,005XX E 33RD PL,031A,ROBBERY,ARMED: HANDGUN,OTHER,false,false,2122,002,4,35,03,1180652,1882807,2002,02/28/2018 03:56:25 PM,41.833679765,-87.612645497,"(41.833679765, -87.612645497)"
2246314,HH521472,07/18/2002 09:00:00 PM,031XX N WOLCOTT AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1931,019,32,5,06,1163128,1920710,2002,02/28/2018 03:56:25 PM,41.938074162,-87.675879194,"(41.938074162, -87.675879194)"
2246790,HH521666,07/19/2002 02:30:00 PM,027XX W CERMAK RD,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,true,false,1034,010,28,30,04B,1158469,1889279,2002,02/28/2018 03:56:25 PM,41.851921529,-87.693862951,"(41.851921529, -87.693862951)"
2251126,HH518564,07/07/2002 05:30:00 PM,013XX S KILDARE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1011,010,24,29,11,1147931,1893452,2002,02/28/2018 03:56:25 PM,41.863581598,-87.732433344,"(41.863581598, -87.732433344)"
22520,HZ292357,06/03/2016 06:48:00 PM,029XX W ARMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,1421,014,35,22,01A,1156370,1913144,2016,03/18/2019 04:08:09 PM,41.917452022,-87.700921373,"(41.917452022, -87.700921373)"
2252091,HH528783,07/22/2002 09:51:16 PM,023XX S LEAVITT ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,1034,010,25,31,26,1162074,1888287,2002,02/10/2018 03:50:01 PM,41.84912495,-87.680659301,"(41.84912495, -87.680659301)"
2252856,HH523219,07/20/2002 01:05:00 PM,035XX W ADAMS ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1123,011,28,27,08A,1152882,1898846,2002,02/28/2018 03:56:25 PM,41.878286794,-87.714115574,"(41.878286794, -87.714115574)"
2255019,HH532867,07/23/2002 12:00:00 AM,002XX W CERMAK RD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA PLATFORM,false,false,2111,009,25,34,14,1175103,1889744,2002,10/26/2018 04:01:05 PM,41.852841381,-87.632798186,"(41.852841381, -87.632798186)"
2260443,HH539875,07/27/2002 03:00:00 PM,047XX S LAKE PARK AVE,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,2132,002,4,39,06,1186364,1873970,2002,02/28/2018 03:56:25 PM,41.809297059,-87.591967028,"(41.809297059, -87.591967028)"
2260651,HH540230,07/27/2002 09:08:26 PM,016XX S CENTRAL PARK AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1021,010,24,29,06,1152643,1891531,2002,02/28/2018 03:56:25 PM,41.858218348,-87.715186544,"(41.858218348, -87.715186544)"
2262430,HH540749,07/28/2002 02:30:00 AM,051XX N WINTHROP AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,2033,020,48,3,04B,1167941,1934377,2002,02/28/2018 03:56:25 PM,41.97547428,-87.65779455,"(41.97547428, -87.65779455)"
2262830,HH542434,07/22/2002 04:00:00 PM,053XX W DEVON AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,1621,016,45,12,06,1139708,1942134,2002,02/10/2018 03:50:01 PM,41.997324088,-87.761427803,"(41.997324088, -87.761427803)"
2264565,HH545043,07/29/2002 10:00:00 PM,102XX S PRINCETON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,GAS STATION,false,false,0511,005,9,49,03,1176101,1836815,2002,02/28/2018 03:56:25 PM,41.707576168,-87.630722549,"(41.707576168, -87.630722549)"
2266461,HH545452,07/30/2002 02:00:00 AM,013XX W 78TH ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,0612,006,17,71,06,1168615,1853039,2002,02/28/2018 03:56:25 PM,41.752261547,-87.65767008,"(41.752261547, -87.65767008)"
2267251,HH542958,07/29/2002 07:30:00 AM,026XX N KILDARE AVE,0610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,true,false,2524,025,31,20,05,1147264,1917400,2002,02/28/2018 03:56:25 PM,41.929310278,-87.734268041,"(41.929310278, -87.734268041)"
2268928,HH548382,07/31/2002 01:00:00 PM,050XX S CAMPBELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,0911,009,14,63,05,1160552,1871244,2002,02/28/2018 03:56:25 PM,41.802388577,-87.686715978,"(41.802388577, -87.686715978)"
2271072,HH551148,08/01/2002 05:25:00 PM,013XX E 47TH ST,0860,THEFT,RETAIL THEFT,DRUG STORE,true,false,2123,002,4,39,06,1185766,1874101,2002,02/28/2018 03:56:25 PM,41.809670667,-87.594156219,"(41.809670667, -87.594156219)"
